player_id,player_name,team,position,matches_played,minutes_played,passes,shots,goals,assists,tackles,interceptions,yellow_cards,assists_per_match,goals_per_match,minutes_per_match,defensive_index,discipline_index,ball_possession_index,performance_score,injury_risk_score,market_value_millions,market_value_,estimated_resale_value,market_value_last_updated,contract_end_year,years_remaining_contract,twitter_mentions_count,twitter_engagement_rate,social_sentiment_score,social_engagement_score,public_perception_index,mention_volatility_score,trending_mentions_7d,sentiment_classification,total_injuries_history,days_injured_last_season,current_injury_status,injury_risk_assessment,avg_recovery_time_days,injury_prone_body_parts,historical_injury_count,days_since_last_injury
317,Rodri 316,Real Madrid,Forward,30,2190,2642,7,6,2,17,26,0,0.066666667,0.2,73,1.433333333,0,1.206392694,5.2,0,16.73154902,↑ Rising,15.09415739,08-12-2025,2025,0,32103,6.406127859,92.56,37.48,70.53,99.05460328,-795,Very Positive,2,31,Healthy,0,5,Hamstring,12,194
243,Bukayo Saka 242,Manchester United,Defender,30,2010,2329,6,8,7,44,12,0,0.233333333,0.266666667,67,1.866666667,0,1.158706468,7.566666667,0,19.86433251,↑ Rising,16.07562326,08-12-2025,2025,0,46951,4.787038206,4.84,75.99,33.3,20.06510174,3591,Very Negative,9,98,Healthy,0,88,Knee,4,235
293,Jude Bellingham 292,Barcelona,Forward,30,2430,3539,18,4,5,18,8,3,0.166666667,0.133333333,81,0.866666667,0.1,1.456378601,3.8,1,7.117393006, Falling,8.354531883,08-12-2025,2025,0,34506,4.741114364,97.06,53.2,79.52,99.46486416,2450,Very Positive,7,255,Minor,1,48,Knee,5,206
367,Toni Kroos 366,Chelsea,Defender,30,1800,2098,13,0,4,44,17,4,0.133333333,0,60,2.033333333,0.133333333,1.165555556,4.6,1.333333333,12.81310722,↑ Rising,14.03323106,08-12-2025,2025,0,23412,0.890876045,96.29,54.58,79.61,8.981215428,2811,Very Positive,9,186,Recovering,1.333333333,79,Knee,11,150
369,Bukayo Saka 368,Manchester United,Forward,30,2160,2260,12,0,7,1,29,5,0.233333333,0,72,1,0.166666667,1.046296296,3,1.666666667,5.55063666,→ Stable,5.544627706,08-12-2025,2025,0,43208,2.986770818,12.13,58.38,30.63,0.23175479,2622,Very Negative,0,75,Minor,1.666666667,43,Shoulder,1,159
141,Vinicius Jr 140,Paris Saint-Germain,Forward,30,2310,3332,16,3,2,43,10,0,0.066666667,0.1,77,1.766666667,0,1.442424242,4.866666667,0,13.74083587,→ Stable,14.19728075,08-12-2025,2025,0,1482,2.472419549,97.16,58.38,81.65,4.416193618,2599,Very Positive,1,176,Recovering,0,58,None,14,279
159,Vinicius Jr 158,Paris Saint-Germain,Defender,29,1856,2614,16,2,3,49,8,3,0.103448276,0.068965517,64,1.965517241,0.103448276,1.408405172,5.034482759,1.034482759,14.90339805,→ Stable,16.86350887,08-12-2025,2025,0,34271,3.382118271,6.31,27.29,14.7,34.17824047,1551,Very Negative,1,314,Recovering,1.034482759,79,Shoulder,4,304
281,Rodri 280,Real Madrid,Forward,29,2465,1246,9,0,0,15,3,3,0,0,85,0.620689655,0.103448276,0.505476673,1.137931034,1.034482759,1.20346295,↑ Rising,1.007386155,08-12-2025,2027,2,41879,6.806091181,6.62,69.6,31.81,63.29063307,4141,Very Negative,2,286,Out,1.034482759,33,Ankle,6,166
192,João Félix 191,Bayern Munich,Goalkeeper,29,2581,1678,8,9,8,45,8,2,0.275862069,0.310344828,89,1.827586207,0.068965517,0.650135606,8.068965517,0.689655172,22.09916605,→ Stable,28.68030543,08-12-2025,2026,1,3392,3.224234411,18.8,38.86,26.82,6.902954089,3308,Very Negative,5,348,Out,0.689655172,58,None,9,311
30,João Félix 29,Bayern Munich,Midfielder,29,1856,1995,14,10,3,20,13,0,0.103448276,0.344827586,64,1.137931034,0,1.074892241,6.24137931,0,16.42901013, Falling,21.10923913,08-12-2025,2025,0,41879,3.894253282,91.62,42.66,72.04,0.566581453,-691,Very Positive,0,254,Out,0,20,Ankle,9,68
256,Robert Lewandowski 255,Liverpool,Goalkeeper,29,1798,1971,11,4,7,40,12,2,0.24137931,0.137931034,62,1.793103448,0.068965517,1.09621802,6.103448276,0.689655172,16.90274101, Falling,18.4272907,08-12-2025,2027,2,33287,3.43800368,95.86,73.75,87.02,93.70910285,1708,Very Positive,1,324,Minor,0.689655172,24,None,7,88
174,João Félix 173,Bayern Munich,Midfielder,29,2233,1517,19,1,1,25,13,0,0.034482759,0.034482759,77,1.310344828,0,0.679355128,3.137931034,0,11.63841355,↑ Rising,9.540304025,08-12-2025,2027,2,12511,0.884626965,18.8,51.81,32,82.19266359,991,Very Negative,0,189,Out,0,50,Shoulder,11,217
135,Bukayo Saka 134,Manchester United,Defender,29,2494,1765,6,5,2,23,29,3,0.068965517,0.172413793,86,1.793103448,0.103448276,0.707698476,5.551724138,1.034482759,13.38853411, Falling,14.8363293,08-12-2025,2027,2,37385,3.805006129,18.8,59.24,34.98,80.91831711,-729,Very Negative,4,307,Out,1.034482759,71,Knee,6,1
170,Manuel Neuer 169,Arsenal,Midfielder,29,2175,2588,0,8,1,26,10,4,0.034482759,0.275862069,75,1.24137931,0.137931034,1.189885057,5.275862069,1.379310345,11.68218284, Falling,8.683588999,08-12-2025,2026,1,15522,1.743117894,85.11,66.15,77.53,88.44242755,2642,Very Positive,6,344,Healthy,1.379310345,69,Hamstring,7,135
47,Rodri 46,Real Madrid,Defender,29,1972,1212,19,7,4,50,6,1,0.137931034,0.24137931,68,1.931034483,0.034482759,0.614604462,6.931034483,0.344827586,15.54855735,↑ Rising,11.16995146,08-12-2025,2025,0,42568,1.668475684,15.68,55.61,31.65,70.00342728,3086,Very Negative,7,126,Recovering,0.344827586,62,Knee,13,185
35,Frenkie de Jong 34,Arsenal,Defender,29,2175,1560,5,2,1,48,0,5,0.034482759,0.068965517,75,1.655172414,0.172413793,0.717241379,4,1.724137931,8.36837943,→ Stable,7.151698511,08-12-2025,2027,2,32471,0.889903277,55.14,68.39,60.44,10.44041297,822,Positive,9,286,Recovering,1.724137931,57,Shoulder,11,351
338,Pedri 337,Barcelona,Midfielder,29,2494,2614,6,2,7,48,1,1,0.24137931,0.068965517,86,1.689655172,0.034482759,1.048115477,5.24137931,0.344827586,12.94924486,→ Stable,12.65884217,08-12-2025,2026,1,5793,3.096036183,6.62,43.87,21.52,39.91001881,2273,Very Negative,0,253,Out,0.344827586,5,None,8,140
328,Robert Lewandowski 327,Liverpool,Goalkeeper,29,1856,2174,12,5,6,49,7,5,0.206896552,0.172413793,64,1.931034483,0.172413793,1.171336207,6.448275862,1.724137931,16.8029936,→ Stable,20.51584194,08-12-2025,2026,1,33635,6.462847832,97.16,32.47,71.28,72.31494865,3538,Very Positive,6,212,Recovering,1.724137931,85,Knee,14,106
418,Robert Lewandowski 417,Liverpool,Midfielder,29,2407,3218,14,1,8,45,4,0,0.275862069,0.034482759,83,1.689655172,0,1.336933943,5.103448276,0,13.31200229,↑ Rising,15.12644739,08-12-2025,2026,1,14918,2.422110201,97.78,73.58,88.1,28.03344608,3349,Very Positive,4,249,Healthy,0,70,Shoulder,4,133
143,Frenkie de Jong 142,Arsenal,Defender,29,2030,1275,20,4,5,42,1,5,0.172413793,0.137931034,70,1.482758621,0.172413793,0.628078818,5.034482759,1.724137931,14.24057339, Falling,16.31434141,08-12-2025,2027,2,31338,2.723732456,15.68,48.36,28.75,68.74063641,-480,Very Negative,9,83,Healthy,1.724137931,33,Ankle,12,108
125,Frenkie de Jong 124,Arsenal,Forward,29,2233,1977,18,4,8,50,14,5,0.275862069,0.137931034,77,2.206896552,0.172413793,0.885356023,7,1.724137931,17.52600378,→ Stable,16.74252132,08-12-2025,2025,0,30974,5.498467124,91.62,27.81,66.1,2.449844827,-24,Very Positive,0,12,Out,1.724137931,88,Hamstring,4,178
329,Jude Bellingham 328,Barcelona,Forward,28,1932,1428,14,1,2,9,10,2,0.071428571,0.035714286,69,0.678571429,0.071428571,0.739130435,2,0.714285714,7.907068154,→ Stable,7.176146646,08-12-2025,2027,2,26815,1.745062826,97.72,72.37,87.58,30.61373409,2722,Very Positive,2,44,Healthy,0.714285714,74,Knee,10,298
331,Toni Kroos 330,Chelsea,Defender,28,2436,1506,16,2,2,26,27,5,0.071428571,0.071428571,87,1.892857143,0.178571429,0.618226601,4.678571429,1.785714286,11.1671149,↑ Rising,10.30303993,08-12-2025,2027,2,27705,7.634446616,91.4,61.31,79.36,54.91303363,2551,Very Positive,6,126,Recovering,1.785714286,12,None,9,358
87,Vinicius Jr 86,Paris Saint-Germain,Defender,28,1876,1387,11,4,8,20,18,4,0.285714286,0.142857143,67,1.357142857,0.142857143,0.739339019,5.428571429,1.428571429,19.0117669,→ Stable,24.57441481,08-12-2025,2025,0,34417,4.469600395,7.42,36.1,18.89,63.20898295,3105,Very Negative,9,113,Minor,1.428571429,33,Ankle,3,359
1,Erling Haaland 0,Manchester City,Forward,28,2324,3426,12,2,0,35,3,4,0,0.071428571,83,1.357142857,0.142857143,1.474182444,3.285714286,1.428571429,9.46562041,↑ Rising,6.853729315,08-12-2025,2025,0,31274,3.859864699,85.11,70.29,79.18,57.70406645,1773,Very Positive,0,275,Recovering,1.428571429,55,Shoulder,12,146
410,Pedri 409,Barcelona,Midfielder,28,2156,2691,3,6,8,46,14,4,0.285714286,0.214285714,77,2.142857143,0.142857143,1.248144712,7.714285714,1.428571429,17.57139917, Falling,21.44095333,08-12-2025,2025,0,10056,4.785689612,18.8,56.65,33.94,69.77562761,1552,Very Negative,6,204,Minor,1.428571429,37,Hamstring,8,74
58,Robert Lewandowski 57,Liverpool,Midfielder,28,2464,2066,2,7,2,46,27,4,0.071428571,0.25,88,2.607142857,0.142857143,0.838474026,7.928571429,1.428571429,17.67964358,↑ Rising,18.51421548,08-12-2025,2026,1,39008,1.494688233,8.98,29.53,17.2,0.608874824,1832,Very Negative,4,336,Out,1.428571429,7,None,4,108
375,Vinicius Jr 374,Paris Saint-Germain,Defender,28,1988,2565,14,5,8,32,6,5,0.285714286,0.178571429,71,1.357142857,0.178571429,1.290241449,5.75,1.785714286,15.33994483,↑ Rising,14.77496318,08-12-2025,2025,0,10937,5.253174365,15.68,61.49,34,10.09412,2907,Very Negative,0,272,Minor,1.785714286,64,Shoulder,13,122
383,Jude Bellingham 382,Barcelona,Defender,28,1708,945,10,1,6,9,29,2,0.214285714,0.035714286,61,1.357142857,0.071428571,0.553278689,4.071428571,0.714285714,9.731645858,↑ Rising,11.04692252,08-12-2025,2027,2,3816,3.150046188,94.53,50.78,77.03,86.89442523,4679,Very Positive,0,57,Healthy,0.714285714,39,Shoulder,1,17
407,Rodri 406,Real Madrid,Defender,28,2464,1991,14,6,6,33,19,5,0.214285714,0.214285714,88,1.857142857,0.178571429,0.808035714,6.75,1.785714286,18.30300099,↑ Rising,18.15660196,08-12-2025,2025,0,4581,7.636365264,15.68,43.52,26.82,68.17486441,4230,Very Negative,0,327,Recovering,1.785714286,73,Knee,14,196
131,Jude Bellingham 130,Barcelona,Defender,28,1736,1217,3,7,1,4,15,5,0.035714286,0.25,62,0.678571429,0.178571429,0.701036866,3.857142857,1.785714286,10.58933239, Falling,12.96191407,08-12-2025,2027,2,24382,1.518375336,94.21,60.62,80.77,11.29316427,-848,Very Positive,8,218,Minor,1.785714286,80,Knee,9,327
115,Toni Kroos 114,Chelsea,Defender,28,1960,1832,7,1,3,16,13,5,0.107142857,0.035714286,70,1.035714286,0.178571429,0.934693878,2.785714286,1.785714286,6.818627889, Falling,8.457970032,08-12-2025,2026,1,6648,4.359229272,10.3,34.37,19.93,84.20744374,4754,Very Negative,2,108,Recovering,1.785714286,88,None,7,318
113,Jude Bellingham 112,Barcelona,Forward,28,2072,2959,11,10,6,38,28,1,0.214285714,0.357142857,74,2.357142857,0.035714286,1.428088803,9.321428571,0.357142857,21.60998399,→ Stable,20.59501828,08-12-2025,2027,2,37705,5.124146087,93.78,41.11,72.71,24.22312178,1964,Very Positive,4,278,Out,0.357142857,24,Shoulder,14,297
296,Manuel Neuer 295,Arsenal,Goalkeeper,28,2212,3255,17,1,5,32,2,1,0.178571429,0.035714286,79,1.214285714,0.035714286,1.471518987,3.642857143,0.357142857,6.077448408, Falling,5.263657879,08-12-2025,2027,2,7858,0.380422255,94.88,45.25,75.03,47.82598842,1916,Very Positive,9,173,Out,0.357142857,77,Knee,6,252
311,Jude Bellingham 310,Barcelona,Defender,28,2268,2313,17,3,4,10,17,3,0.142857143,0.107142857,81,0.964285714,0.107142857,1.01984127,3.607142857,1.071428571,8.124827239, Falling,8.575025518,08-12-2025,2025,0,43768,3.155022248,87.23,48.88,71.89,14.51965129,1800,Very Positive,8,327,Healthy,1.071428571,43,Hamstring,7,119
205,Toni Kroos 204,Chelsea,Forward,28,1848,1251,7,4,0,5,24,2,0,0.142857143,66,1.035714286,0.071428571,0.676948052,3.428571429,0.714285714,10.28422616,→ Stable,12.8287289,08-12-2025,2025,0,23277,6.254135971,67,54.23,61.89,71.01100564,4952,Positive,5,263,Out,0.714285714,8,Hamstring,11,162
16,Gavi 15,Chelsea,Goalkeeper,28,2464,3170,11,6,4,3,7,3,0.142857143,0.214285714,88,0.357142857,0.107142857,1.286525974,3.464285714,1.071428571,9.088901774, Falling,7.511044008,08-12-2025,2027,2,24122,6.991171063,93.78,31.26,68.77,66.6854421,4310,Very Positive,8,314,Minor,1.071428571,23,Shoulder,2,198
42,Luka Modric 41,Paris Saint-Germain,Midfielder,27,1863,1601,3,5,1,4,18,3,0.037037037,0.185185185,69,0.814814815,0.111111111,0.859366613,3.555555556,1.111111111,6.397411331,↑ Rising,6.869412021,08-12-2025,2025,0,40861,2.730560756,91.4,35.23,68.93,21.11124712,752,Very Positive,7,110,Out,1.111111111,49,Knee,14,45
171,Bukayo Saka 170,Manchester United,Defender,27,2133,1968,17,5,4,37,27,1,0.148148148,0.185185185,79,2.37037037,0.037037037,0.922644163,7.296296296,0.37037037,18.58710259,↑ Rising,20.05429658,08-12-2025,2026,1,5642,6.808183488,94.45,46.29,75.19,86.34007669,1610,Very Positive,7,186,Healthy,0.37037037,47,None,14,314
363,Harry Kane 362,Bayern Munich,Defender,27,1674,851,12,4,8,7,20,3,0.296296296,0.148148148,62,1,0.111111111,0.508363202,4.851851852,1.111111111,12.90026439,→ Stable,14.70459616,08-12-2025,2026,1,25576,8.229149368,6.62,34.37,17.72,40.13060242,2875,Very Negative,0,268,Recovering,1.111111111,17,None,3,179
166,Robert Lewandowski 165,Liverpool,Midfielder,27,2430,2111,10,3,3,34,7,5,0.111111111,0.111111111,90,1.518518519,0.185185185,0.86872428,4.518518519,1.851851852,9.528581424,→ Stable,7.422199037,08-12-2025,2025,0,30884,7.297741063,8.98,29.19,17.06,29.25150911,104,Very Negative,8,228,Recovering,1.851851852,17,None,4,44
182,Vinícius Júnior 181,Real Madrid,Midfielder,27,2106,1072,2,4,7,0,14,1,0.259259259,0.148148148,78,0.518518519,0.037037037,0.509021842,3.777777778,0.37037037,9.751894656,→ Stable,11.01471605,08-12-2025,2026,1,22840,1.088209501,6.62,53.2,25.25,15.23295895,1536,Very Negative,5,155,Out,0.37037037,64,Hamstring,5,271
132,Luka Modric 131,Paris Saint-Germain,Goalkeeper,27,2106,1180,6,7,4,19,27,1,0.148148148,0.259259259,78,1.703703704,0.037037037,0.560303894,6.703703704,0.37037037,16.8756767,↑ Rising,21.01729704,08-12-2025,2025,0,24917,6.31373479,18.8,65.11,37.32,26.61680125,3990,Very Negative,8,188,Minor,0.37037037,61,Knee,0,78
431,Frenkie de Jong 430,Arsenal,Defender,27,1809,2653,20,0,4,6,14,1,0.148148148,0,67,0.740740741,0.037037037,1.466556108,2.185185185,0.37037037,3.177022367, Falling,2.566430011,08-12-2025,2027,2,47696,2.785201393,6.62,31.26,16.48,2.202692122,4207,Very Negative,2,271,Healthy,0.37037037,56,Knee,3,326
314,Manuel Neuer 313,Arsenal,Midfielder,27,1728,1607,5,3,4,16,11,0,0.148148148,0.111111111,64,1,0,0.929976852,3.851851852,0,10.34520435,↑ Rising,8.716103588,08-12-2025,2027,2,16152,8.402694311,18.8,31.09,23.72,58.32574925,3199,Very Negative,2,1,Minor,0,57,Hamstring,10,178
221,Jude Bellingham 220,Barcelona,Forward,27,2430,2182,8,3,7,20,10,0,0.259259259,0.111111111,90,1.111111111,0,0.897942387,4.62962963,0,12.69564313,→ Stable,16.28644146,08-12-2025,2026,1,35253,4.177015459,6.62,27.29,14.89,84.22307463,2854,Very Negative,5,245,Healthy,0,47,None,11,357
165,Harry Kane 164,Bayern Munich,Forward,26,1794,1519,12,3,0,21,2,2,0,0.115384615,69,0.884615385,0.076923077,0.84671126,2.846153846,0.769230769,9.281487102, Falling,7.504882123,08-12-2025,2025,0,47176,1.128444746,15.68,31.61,22.05,54.89804494,2494,Very Negative,8,209,Out,0.769230769,87,None,9,3
38,Vinícius Júnior 37,Real Madrid,Midfielder,26,1924,1080,11,6,5,42,13,3,0.192307692,0.230769231,74,2.115384615,0.115384615,0.561330561,7.384615385,1.153846154,20.56914257, Falling,24.94278107,08-12-2025,2025,0,771,6.191558603,67,53.37,61.55,21.92739619,914,Positive,6,285,Healthy,1.153846154,76,Shoulder,12,214
86,Pedri 85,Barcelona,Midfielder,26,1820,1303,1,4,2,30,23,5,0.076923077,0.153846154,70,2.038461538,0.192307692,0.715934066,5.807692308,1.923076923,11.76389203,↑ Rising,11.70938656,08-12-2025,2026,1,263,2.813294066,15.68,50.6,29.65,3.366917821,2072,Very Negative,2,358,Healthy,1.923076923,76,Ankle,4,342
133,Toni Kroos 132,Chelsea,Forward,26,2314,1751,13,10,0,6,14,0,0,0.384615385,89,0.769230769,0,0.756698358,5.384615385,0,11.58588838,→ Stable,9.828756847,08-12-2025,2027,2,41524,8.475456519,18.8,63.73,36.77,21.46280733,6,Very Negative,2,12,Out,0,46,Knee,6,74
140,Pedri 139,Barcelona,Goalkeeper,26,1846,1197,14,5,7,5,19,3,0.269230769,0.192307692,71,0.923076923,0.115384615,0.648429036,5,1.153846154,13.53007053,↑ Rising,16.53983392,08-12-2025,2026,1,44102,8.330172646,97.06,58.55,81.66,41.61214281,-594,Very Positive,1,95,Minor,1.153846154,30,Knee,12,51
263,Rodri 262,Real Madrid,Defender,26,1612,1673,16,10,5,48,0,5,0.192307692,0.384615385,62,1.846153846,0.192307692,1.037841191,8.307692308,1.923076923,21.79680267, Falling,21.08150033,08-12-2025,2027,2,4895,5.611525751,67,31.78,52.91,75.96114287,4497,Positive,8,220,Out,1.923076923,27,Knee,4,67
406,Phil Foden 405,Manchester City,Midfielder,26,1898,966,13,2,3,18,23,0,0.115384615,0.076923077,73,1.576923077,0,0.508956797,4.5,0,12.28009537,↑ Rising,12.38927048,08-12-2025,2025,0,10734,1.190542171,81.19,50.09,68.75,18.78428525,-834,Very Positive,2,237,Healthy,0,47,Ankle,12,332
121,Kylian Mbappé 120,Liverpool,Forward,26,1820,2293,9,9,2,48,3,3,0.076923077,0.346153846,70,1.961538462,0.115384615,1.25989011,7.653846154,1.153846154,26.84007837,↑ Rising,24.57316593,08-12-2025,2027,2,4898,5.86963238,18.8,55.96,33.66,71.97914534,-492,Very Negative,4,93,Out,1.153846154,81,Shoulder,12,93
399,Harry Kane 398,Bayern Munich,Defender,26,1586,1396,18,1,7,7,27,4,0.269230769,0.038461538,61,1.307692308,0.153846154,0.880201765,4.192307692,1.538461538,11.62255025,→ Stable,12.27074582,08-12-2025,2026,1,22520,0.881456086,98.18,54.4,80.67,86.69334684,661,Very Positive,8,337,Healthy,1.538461538,32,Ankle,0,176
269,Frenkie de Jong 268,Arsenal,Forward,26,1690,1807,14,8,0,41,23,2,0,0.307692308,65,2.461538462,0.076923077,1.069230769,7.923076923,0.769230769,22.07882359,→ Stable,17.62142535,08-12-2025,2025,0,29400,0.346658936,6.31,46.29,22.3,45.39468481,2664,Very Negative,7,268,Out,0.769230769,13,None,10,145
127,Erling Haaland 126,Manchester City,Defender,26,1846,1616,7,5,8,18,24,0,0.307692308,0.192307692,71,1.615384615,0,0.875406284,6.692307692,0,18.63877276, Falling,17.42070887,08-12-2025,2026,1,24445,7.012850948,15.68,46.29,27.92,82.14319916,2489,Very Negative,1,170,Recovering,0,24,None,6,7
424,Phil Foden 423,Manchester City,Goalkeeper,26,2184,2417,19,5,7,36,22,3,0.269230769,0.192307692,84,2.230769231,0.115384615,1.106684982,7.615384615,1.153846154,20.34124404,↑ Rising,26.0703024,08-12-2025,2026,1,10849,1.861924761,6.62,39.38,19.72,55.4657348,3858,Very Negative,2,93,Recovering,1.153846154,60,Knee,7,269
93,Harry Kane 92,Bayern Munich,Forward,26,2210,1270,13,10,2,38,5,3,0.076923077,0.384615385,85,1.653846154,0.115384615,0.574660633,7.423076923,1.153846154,17.92715382,↑ Rising,15.32556633,08-12-2025,2027,2,38695,3.28382786,78.02,31.78,59.52,63.70908371,-320,Very Positive,1,148,Out,1.153846154,87,Hamstring,12,322
280,Phil Foden 279,Manchester City,Goalkeeper,26,1586,2171,8,0,7,14,26,5,0.269230769,0,61,1.538461538,0.192307692,1.368852459,4.230769231,1.923076923,12.09486152,↑ Rising,13.23228647,08-12-2025,2026,1,25221,8.277042076,97.72,62.35,83.57,52.62784603,1524,Very Positive,7,111,Minor,1.923076923,43,Knee,6,4
128,Vinícius Júnior 127,Real Madrid,Goalkeeper,26,1872,2780,11,8,8,43,25,0,0.307692308,0.307692308,72,2.615384615,0,1.485042735,9.846153846,0,23.06973419, Falling,20.65004294,08-12-2025,2027,2,37587,2.929460216,92.94,57.86,78.91,46.31727168,1120,Very Positive,5,54,Healthy,0,55,Hamstring,10,138
426,João Félix 425,Bayern Munich,Midfielder,25,1575,1020,19,9,2,43,17,5,0.08,0.36,63,2.4,0.2,0.647619048,8.6,2,21.02636279, Falling,24.47644988,08-12-2025,2025,0,28511,2.590514163,8.98,44.73,23.28,23.46534418,4260,Very Negative,5,336,Recovering,2,16,Ankle,13,231
46,Phil Foden 45,Manchester City,Midfielder,25,1525,1361,6,5,5,10,2,1,0.2,0.2,61,0.48,0.04,0.892459016,3.92,0.4,8.829272904,→ Stable,6.873802593,08-12-2025,2027,2,33461,7.812947197,12.13,40.07,23.31,30.31940595,3677,Very Negative,8,115,Minor,0.4,83,None,12,88
108,Ilkay Gündogan 107,Manchester United,Goalkeeper,25,1700,1446,7,9,5,31,8,1,0.2,0.36,68,1.56,0.04,0.850588235,7.68,0.4,19.36374828,→ Stable,24.82224615,08-12-2025,2025,0,21323,1.030286941,94.88,37.13,71.78,28.99701189,3357,Very Positive,7,142,Healthy,0.4,59,Hamstring,14,17
27,Bukayo Saka 26,Manchester United,Defender,25,2050,2676,5,5,0,40,28,5,0,0.2,82,2.72,0.2,1.305365854,7.24,2,22.72931713,→ Stable,22.09911783,08-12-2025,2027,2,7494,6.480492245,70.02,36.96,56.8,56.3288931,363,Very Positive,3,200,Recovering,2,82,Ankle,3,52
287,Frenkie de Jong 286,Arsenal,Defender,25,1800,1208,16,6,3,2,18,3,0.12,0.24,72,0.8,0.12,0.671111111,4.48,1.2,7.465469615,↑ Rising,6.283165267,08-12-2025,2026,1,14156,8.39975076,18.8,31.78,23.99,11.9953693,331,Very Negative,3,179,Recovering,1.2,15,None,7,134
290,Vinícius Júnior 289,Real Madrid,Midfielder,25,1775,1649,12,3,2,48,6,4,0.08,0.12,71,2.16,0.16,0.929014085,5.76,1.6,15.77252038,↑ Rising,11.73630163,08-12-2025,2027,2,28480,7.670886491,18.8,32.12,24.13,91.67916907,1292,Very Negative,8,201,Out,1.6,30,Hamstring,14,211
384,Luka Modric 383,Paris Saint-Germain,Goalkeeper,25,2125,1785,18,1,5,32,22,0,0.2,0.04,85,2.16,0,0.84,5.72,0,11.07456826,→ Stable,8.880195085,08-12-2025,2027,2,26135,5.574010517,15.68,33.85,22.95,72.06551453,538,Very Negative,0,363,Healthy,0,46,Knee,4,325
357,Vinicius Jr 356,Paris Saint-Germain,Forward,25,1675,1185,13,6,6,33,6,5,0.24,0.24,67,1.56,0.2,0.707462687,6.52,2,15.35613627,↑ Rising,15.53832714,08-12-2025,2025,0,30720,2.738110678,86.87,25.04,62.14,40.14456309,2408,Very Positive,1,52,Minor,2,31,Knee,9,219
442,Phil Foden 441,Manchester City,Midfielder,25,2150,3161,20,10,6,12,22,0,0.24,0.4,86,1.36,0,1.470232558,7.92,0,21.97790119,→ Stable,19.82850434,08-12-2025,2026,1,19977,2.236304642,15.68,63.9,34.97,15.86241445,-440,Very Negative,1,179,Minor,0,15,Knee,8,205
390,João Félix 389,Bayern Munich,Midfielder,25,1975,2127,13,6,8,22,15,3,0.32,0.24,79,1.48,0.12,1.076962025,6.84,1.2,17.22856004, Falling,20.62827213,08-12-2025,2027,2,43504,6.981742881,91.62,63.39,80.33,88.19921697,99,Very Positive,5,312,Minor,1.2,42,Ankle,11,211
395,Frenkie de Jong 394,Arsenal,Defender,25,1725,2063,12,7,2,8,23,5,0.08,0.28,69,1.24,0.2,1.195942029,5.48,2,11.54451044,→ Stable,11.06578862,08-12-2025,2026,1,31011,7.490504077,18.8,32.64,24.34,82.37780901,903,Very Negative,3,307,Healthy,2,47,Knee,11,277
257,Jude Bellingham 256,Barcelona,Forward,25,2200,1283,4,5,2,7,29,1,0.08,0.2,88,1.44,0.04,0.583181818,5.24,0.4,11.66939258, Falling,9.9099815,08-12-2025,2027,2,32884,4.513653265,79.49,61.66,72.36,72.17215527,-826,Very Positive,9,136,Minor,0.4,23,Shoulder,9,24
204,Luka Modric 203,Paris Saint-Germain,Goalkeeper,25,2100,3087,19,3,6,11,9,0,0.24,0.12,84,0.8,0,1.47,4,0,11.3591955,↑ Rising,12.15759918,08-12-2025,2027,2,3291,2.152455503,6.62,33.51,17.38,27.15470474,1156,Very Negative,2,181,Minor,0,68,None,4,4
230,Pedri 229,Barcelona,Midfielder,24,1512,1652,16,4,0,19,24,2,0,0.166666667,63,1.791666667,0.083333333,1.092592593,5.166666667,0.833333333,11.4559334,→ Stable,12.87722902,08-12-2025,2026,1,33260,1.048722951,96.29,34.02,71.38,40.24466374,1230,Very Positive,2,0,Minor,0.833333333,10,Ankle,0,152
236,Vinícius Júnior 235,Real Madrid,Goalkeeper,24,1656,2339,13,9,4,20,30,4,0.166666667,0.375,69,2.083333333,0.166666667,1.412439614,8.583333333,1.666666667,21.89125051,↑ Rising,17.51792911,08-12-2025,2027,2,25100,0.83230753,67,30.74,52.5,10.27482525,3287,Positive,2,43,Out,1.666666667,50,Knee,11,259
333,Bukayo Saka 332,Manchester United,Forward,24,1848,1726,3,10,5,10,5,4,0.208333333,0.416666667,77,0.625,0.166666667,0.933982684,6.291666667,1.666666667,15.82031035, Falling,12.66529006,08-12-2025,2026,1,39140,6.140250558,81.19,32.64,61.77,18.90395247,3160,Very Positive,5,226,Out,1.666666667,46,None,8,324
265,Kylian Mbappé 264,Liverpool,Forward,24,2160,2788,16,8,4,42,19,0,0.166666667,0.333333333,90,2.541666667,0,1.290740741,9.25,0,21.8217993, Falling,15.75540142,08-12-2025,2027,2,49823,3.628997314,77.33,40.59,62.63,78.30166373,2920,Very Positive,7,330,Healthy,0,69,Hamstring,11,357
373,Kylian Mbappé 372,Liverpool,Forward,24,1824,1949,13,9,1,0,21,1,0.041666667,0.375,76,0.875,0.041666667,1.068530702,5.666666667,0.416666667,18.45455485, Falling,21.07217122,08-12-2025,2025,0,3731,7.705022944,8.98,34.54,19.2,71.50387189,497,Very Negative,6,97,Healthy,0.416666667,76,Knee,4,168
